Infografia,Provincia,Canton,Confirmados,Region,Fecha_reporte,Hora_reporte
27,Loja,Calvas,3,Sierra,27/03/2020,17:00
27,Loja,Loja,6,Sierra,27/03/2020,17:00
27,Loja,Macará,1,Sierra,27/03/2020,17:00
27,Loja,Catamayo,1,Sierra,27/03/2020,17:00
27,Loja,Chaguarpamba,1,Sierra,27/03/2020,17:00
27,Pichincha,Mejía,0,Sierra,27/03/2020,17:00
27,Pichincha,Pedro Vicente Maldonado,1,Sierra,27/03/2020,17:00
27,Pichincha,Quito,130,Sierra,27/03/2020,17:00
27,Pichincha,Rumiñahui,6,Sierra,27/03/2020,17:00
27,Pichincha,Pedro Moncayo,0,Sierra,27/03/2020,17:00
27,Tungurahua,Ambato,4,Sierra,27/03/2020,17:00
27,Tungurahua,San Pedro De Pelileo,0,Sierra,27/03/2020,17:00
27,Galápagos,San Cristóbal,2,Insular,27/03/2020,17:00
27,Galápagos,Isabela,1,Insular,27/03/2020,17:00
27,Galápagos,Santa Cruz,1,Insular,27/03/2020,17:00
27,Morona Santiago,Gualaquiza,1,Amazonía,27/03/2020,17:00
27,Morona Santiago,Morona,1,Amazonía,27/03/2020,17:00
27,Morona Santiago,Sucúa,2,Amazonía,27/03/2020,17:00
27,Morona Santiago,Palora,3,Amazonía,27/03/2020,17:00
27,Morona Santiago,Taisha,1,Amazonía,27/03/2020,17:00
27,Napo,Tena,0,Amazonía,27/03/2020,17:00
27,Orellana,Orellana,0,Amazonía,27/03/2020,17:00
27,Pastaza,Pastaza,1,Amazonía,27/03/2020,17:00
27,Pastaza,Mera,1,Amazonía,27/03/2020,17:00
27,Sucumbíos,Cuyabeno,2,Amazonía,27/03/2020,17:00
27,Sucumbíos,Lago Agrio,16,Amazonía,27/03/2020,17:00
27,Zamora Chinchipe,Yantzaza,1,Amazonía,27/03/2020,17:00
27,Zamora Chinchipe,Zamora,0,Amazonía,27/03/2020,17:00
27,Manabí,24 de mayo,0,Costa,27/03/2020,17:00
27,Pichincha,Cayambe,0,Sierra,27/03/2020,17:00
27,Orellana,La Joya De Los Sachas,0,Amazonía,27/03/2020,17:00
27,Azuay,Nabón,0,Sierra,27/03/2020,17:00
27,Los Ríos,Puebloviejo,0,Costa,27/03/2020,17:00
27,Sucumbíos,Shushufindi,0,Amazonía,27/03/2020,17:00
27,Morona Santiago,Tiwintza,0,Amazonía,27/03/2020,17:00
28,El Oro,Arenillas,2,Costa,28/03/2020,10:00
28,El Oro,Huaquillas,2,Costa,28/03/2020,10:00
28,El Oro,Machala,8,Costa,28/03/2020,10:00
28,El Oro,Pasaje,1,Costa,28/03/2020,10:00
28,El Oro,Santa Rosa,8,Costa,28/03/2020,10:00
28,El Oro,Atahualpa,1,Costa,28/03/2020,10:00
28,El Oro,Zaruma,0,Costa,28/03/2020,10:00
28,El Oro,Piñas,0,Costa,28/03/2020,10:00
28,El Oro,Portovelo,0,Costa,28/03/2020,10:00
28,El Oro,El Guabo,1,Costa,28/03/2020,10:00
28,Esmeraldas,Esmeraldas,4,Costa,28/03/2020,10:00
28,Esmeraldas,Quinindé,0,Costa,28/03/2020,10:00
28,Esmeraldas,Rioverde,0,Costa,28/03/2020,10:00
28,Esmeraldas,Atacames,0,Costa,28/03/2020,10:00
28,Guayas,Alfredo Baquerizo Moreno,2,Costa,28/03/2020,10:00
28,Guayas,Balao,0,Costa,28/03/2020,10:00
28,Guayas,Balzar,4,Costa,28/03/2020,10:00
28,Guayas,Colimes,1,Costa,28/03/2020,10:00
28,Guayas,Daule,96,Costa,28/03/2020,10:00
28,Guayas,Durán,66,Costa,28/03/2020,10:00
28,Guayas,Empalme,5,Costa,28/03/2020,10:00
28,Guayas,Guayaquil,942,Costa,28/03/2020,10:00
28,Guayas,Milagro,48,Costa,28/03/2020,10:00
28,Guayas,Naranjal,5,Costa,28/03/2020,10:00
28,Guayas,Pedro Carbó,6,Costa,28/03/2020,10:00
28,Guayas,Salitre,11,Costa,28/03/2020,10:00
28,Guayas,Samborondón,129,Costa,28/03/2020,10:00
28,Guayas,Santa Lucía,8,Costa,28/03/2020,10:00
28,Guayas,Playas,8,Costa,28/03/2020,10:00
28,Guayas,Simón Bolivar,9,Costa,28/03/2020,10:00
28,Guayas,San Jacinto De Yaguachi,9,Costa,28/03/2020,10:00
28,Guayas,El Triunfo,2,Costa,28/03/2020,10:00
28,Guayas,Lomas De Sargentillo,0,Costa,28/03/2020,10:00
28,Guayas,Naranjito,1,Costa,28/03/2020,10:00
28,Guayas,Nobol,1,Costa,28/03/2020,10:00
28,Guayas,Gral. Antonio Elizalde,1,Costa,28/03/2020,10:00
28,Guayas,Isidro Ayora,0,Costa,28/03/2020,10:00
28,Los Ríos,Baba,0,Costa,28/03/2020,10:00
28,Los Ríos,Babahoyo,32,Costa,28/03/2020,10:00
28,Los Ríos,Buena Fe,1,Costa,28/03/2020,10:00
28,Los Ríos,Mocache,1,Costa,28/03/2020,10:00
28,Los Ríos,Montalvo,1,Costa,28/03/2020,10:00
28,Los Ríos,Quevedo,16,Costa,28/03/2020,10:00
28,Los Ríos,Urdaneta,2,Costa,28/03/2020,10:00
28,Los Ríos,Ventanas,5,Costa,28/03/2020,10:00
28,Los Ríos,Vinces,2,Costa,28/03/2020,10:00
28,Los Ríos,Quinsaloma,0,Costa,28/03/2020,10:00
28,Manabí,Bolivar,1,Costa,28/03/2020,10:00
28,Manabí,Jipijapa,1,Costa,28/03/2020,10:00
28,Manabí,Manta,22,Costa,28/03/2020,10:00
28,Manabí,Montecristi,1,Costa,28/03/2020,10:00
28,Manabí,Portoviejo,16,Costa,28/03/2020,10:00
28,Manabí,Santa Ana,1,Costa,28/03/2020,10:00
28,Manabí,Sucre,1,Costa,28/03/2020,10:00
28,Manabí,Jaramijó,1,Costa,28/03/2020,10:00
28,Manabí,El Carmen,0,Costa,28/03/2020,10:00
28,Manabí,Chone,0,Costa,28/03/2020,10:00
28,Santa Elena,Santa Elena,5,Costa,28/03/2020,10:00
28,Santa Elena,La Libertad,5,Costa,28/03/2020,10:00
28,Santa Elena,Salinas,0,Costa,28/03/2020,10:00
28,Santo Domingo de los Tsáchilas,La Concordia,2,Costa,28/03/2020,10:00
28,Santo Domingo de los Tsáchilas,Santo Domingo,12,Costa,28/03/2020,10:00
28,Azuay,Cuenca,37,Sierra,28/03/2020,10:00
28,Azuay,Gualaceo,2,Sierra,28/03/2020,10:00
28,Azuay,Santa Isabel,3,Sierra,28/03/2020,10:00
28,Azuay,Paute,0,Sierra,28/03/2020,10:00
28,Azuay,Sigsig,0,Sierra,28/03/2020,10:00
28,Azuay,Sevilla De Oro,0,Sierra,28/03/2020,10:00
28,Bolívar,Chillanes,2,Sierra,28/03/2020,10:00
28,Bolívar,Chimbo,1,Sierra,28/03/2020,10:00
28,Bolívar,Guaranda,9,Sierra,28/03/2020,10:00
28,Bolívar,San Miguel,0,Sierra,28/03/2020,10:00
28,Bolívar,Echeandía,2,Sierra,28/03/2020,10:00
28,Bolívar,Caluma,0,Sierra,28/03/2020,10:00
28,Cañar,Azogues,9,Sierra,28/03/2020,10:00
28,Cañar,Cañar,1,Sierra,28/03/2020,10:00
28,Cañar,Deleg,0,Sierra,28/03/2020,10:00
28,Cañar,La Troncal,7,Sierra,28/03/2020,10:00
28,Cañar,El Tambo,2,Sierra,28/03/2020,10:00
28,Cañar,Biblián,0,Sierra,28/03/2020,10:00
28,Cañar,Suscal,0,Sierra,28/03/2020,10:00
28,Carchi,Tulcán,3,Sierra,28/03/2020,10:00
28,Carchi,Montúfar,1,Sierra,28/03/2020,10:00
28,Carchi,Mira,1,Sierra,28/03/2020,10:00
28,Carchi,San Pedro De Huaca,0,Sierra,28/03/2020,10:00
28,Chimborazo,Colta,6,Sierra,28/03/2020,10:00
28,Chimborazo,Riobamba,6,Sierra,28/03/2020,10:00
28,Chimborazo,Cumandá,1,Sierra,28/03/2020,10:00
28,Chimborazo,Guano,1,Sierra,28/03/2020,10:00
28,Chimborazo,Chambo,1,Sierra,28/03/2020,10:00
28,Chimborazo,Guamote,0,Sierra,28/03/2020,10:00
28,Cotopaxi,Pujilí,0,Sierra,28/03/2020,10:00
28,Cotopaxi,Salcedo,1,Sierra,28/03/2020,10:00
28,Cotopaxi,La Maná,1,Sierra,28/03/2020,10:00
28,Cotopaxi,Latacunga,1,Sierra,28/03/2020,10:00
28,Cotopaxi,Sigchos,0,Sierra,28/03/2020,10:00
28,Cotopaxi,Saquisilí,1,Sierra,28/03/2020,10:00
28,Imbabura,Ibarra,8,Sierra,28/03/2020,10:00
28,Imbabura,Otavalo,1,Sierra,28/03/2020,10:00
28,Imbabura,Antonio Ante,0,Sierra,28/03/2020,10:00
28,Loja,Calvas,3,Sierra,28/03/2020,10:00
28,Loja,Loja,7,Sierra,28/03/2020,10:00
28,Loja,Macará,1,Sierra,28/03/2020,10:00
28,Loja,Catamayo,1,Sierra,28/03/2020,10:00
28,Loja,Chaguarpamba,1,Sierra,28/03/2020,10:00
28,Pichincha,Mejía,1,Sierra,28/03/2020,10:00
28,Pichincha,Pedro Vicente Maldonado,1,Sierra,28/03/2020,10:00
28,Pichincha,Quito,152,Sierra,28/03/2020,10:00
28,Pichincha,Rumiñahui,7,Sierra,28/03/2020,10:00
28,Pichincha,Pedro Moncayo,0,Sierra,28/03/2020,10:00
28,Tungurahua,Ambato,4,Sierra,28/03/2020,10:00
28,Tungurahua,San Pedro De Pelileo,0,Sierra,28/03/2020,10:00
28,Galápagos,San Cristóbal,2,Insular,28/03/2020,10:00
28,Galápagos,Isabela,1,Insular,28/03/2020,10:00
28,Galápagos,Santa Cruz,1,Insular,28/03/2020,10:00
28,Morona Santiago,Gualaquiza,1,Amazonía,28/03/2020,10:00
28,Morona Santiago,Morona,1,Amazonía,28/03/2020,10:00
28,Morona Santiago,Sucúa,2,Amazonía,28/03/2020,10:00
28,Morona Santiago,Palora,3,Amazonía,28/03/2020,10:00
28,Morona Santiago,Taisha,1,Amazonía,28/03/2020,10:00
28,Napo,Tena,0,Amazonía,28/03/2020,10:00
28,Orellana,Orellana,1,Amazonía,28/03/2020,10:00
28,Pastaza,Pastaza,4,Amazonía,28/03/2020,10:00
28,Pastaza,Mera,1,Amazonía,28/03/2020,10:00
28,Sucumbíos,Cuyabeno,3,Amazonía,28/03/2020,10:00
28,Sucumbíos,Lago Agrio,15,Amazonía,28/03/2020,10:00
28,Zamora Chinchipe,Yantzaza,1,Amazonía,28/03/2020,10:00
28,Zamora Chinchipe,Zamora,0,Amazonía,28/03/2020,10:00
28,Manabí,24 de mayo,0,Costa,28/03/2020,10:00
28,Pichincha,Cayambe,0,Sierra,28/03/2020,10:00
28,Orellana,La Joya De Los Sachas,0,Amazonía,28/03/2020,10:00
28,Azuay,Nabón,0,Sierra,28/03/2020,10:00
28,Los Ríos,Puebloviejo,0,Costa,28/03/2020,10:00
28,Sucumbíos,Shushufindi,0,Amazonía,28/03/2020,10:00
28,Morona Santiago,Tiwintza,0,Amazonía,28/03/2020,10:00
29,El Oro,Arenillas,2,Costa,28/03/2020,17:00
29,El Oro,Huaquillas,2,Costa,28/03/2020,17:00
29,El Oro,Machala,8,Costa,28/03/2020,17:00
29,El Oro,Pasaje,1,Costa,28/03/2020,17:00
29,El Oro,Santa Rosa,8,Costa,28/03/2020,17:00
29,El Oro,Atahualpa,1,Costa,28/03/2020,17:00
29,El Oro,Zaruma,0,Costa,28/03/2020,17:00
29,El Oro,Piñas,0,Costa,28/03/2020,17:00
29,El Oro,Portovelo,0,Costa,28/03/2020,17:00
29,El Oro,El Guabo,1,Costa,28/03/2020,17:00
29,Esmeraldas,Esmeraldas,4,Costa,28/03/2020,17:00
29,Esmeraldas,Quinindé,0,Costa,28/03/2020,17:00
29,Esmeraldas,Rioverde,0,Costa,28/03/2020,17:00
29,Esmeraldas,Atacames,0,Costa,28/03/2020,17:00
29,Guayas,Alfredo Baquerizo Moreno,2,Costa,28/03/2020,17:00
29,Guayas,Balao,0,Costa,28/03/2020,17:00
29,Guayas,Balzar,4,Costa,28/03/2020,17:00
29,Guayas,Colimes,1,Costa,28/03/2020,17:00
29,Guayas,Daule,96,Costa,28/03/2020,17:00
29,Guayas,Durán,66,Costa,28/03/2020,17:00
29,Guayas,Empalme,5,Costa,28/03/2020,17:00
29,Guayas,Guayaquil,942,Costa,28/03/2020,17:00
29,Guayas,Milagro,48,Costa,28/03/2020,17:00
29,Guayas,Naranjal,5,Costa,28/03/2020,17:00
29,Guayas,Pedro Carbó,6,Costa,28/03/2020,17:00
29,Guayas,Salitre,11,Costa,28/03/2020,17:00
29,Guayas,Samborondón,129,Costa,28/03/2020,17:00
29,Guayas,Santa Lucía,8,Costa,28/03/2020,17:00
29,Guayas,Playas,8,Costa,28/03/2020,17:00
29,Guayas,Simón Bolivar,0,Costa,28/03/2020,17:00
29,Guayas,San Jacinto De Yaguachi,9,Costa,28/03/2020,17:00
29,Guayas,El Triunfo,2,Costa,28/03/2020,17:00
29,Guayas,Lomas De Sargentillo,0,Costa,28/03/2020,17:00
29,Guayas,Naranjito,1,Costa,28/03/2020,17:00
29,Guayas,Nobol,1,Costa,28/03/2020,17:00
29,Guayas,Gral. Antonio Elizalde,1,Costa,28/03/2020,17:00
29,Guayas,Isidro Ayora,0,Costa,28/03/2020,17:00
29,Los Ríos,Baba,0,Costa,28/03/2020,17:00
29,Los Ríos,Babahoyo,32,Costa,28/03/2020,17:00
29,Los Ríos,Buena Fe,1,Costa,28/03/2020,17:00
29,Los Ríos,Mocache,1,Costa,28/03/2020,17:00
29,Los Ríos,Montalvo,1,Costa,28/03/2020,17:00
29,Los Ríos,Quevedo,16,Costa,28/03/2020,17:00
29,Los Ríos,Urdaneta,2,Costa,28/03/2020,17:00
29,Los Ríos,Ventanas,5,Costa,28/03/2020,17:00
29,Los Ríos,Vinces,2,Costa,28/03/2020,17:00
29,Los Ríos,Quinsaloma,0,Costa,28/03/2020,17:00
29,Manabí,Bolivar,1,Costa,28/03/2020,17:00
29,Manabí,Jipijapa,1,Costa,28/03/2020,17:00
29,Manabí,Manta,22,Costa,28/03/2020,17:00
29,Manabí,Montecristi,1,Costa,28/03/2020,17:00
29,Manabí,Portoviejo,16,Costa,28/03/2020,17:00
29,Manabí,Santa Ana,1,Costa,28/03/2020,17:00
29,Manabí,Sucre,1,Costa,28/03/2020,17:00
29,Manabí,Jaramijó,1,Costa,28/03/2020,17:00
29,Manabí,El Carmen,0,Costa,28/03/2020,17:00
29,Manabí,Chone,0,Costa,28/03/2020,17:00
29,Santa Elena,Santa Elena,5,Costa,28/03/2020,17:00
29,Santa Elena,La Libertad,5,Costa,28/03/2020,17:00
29,Santa Elena,Salinas,0,Costa,28/03/2020,17:00
29,Santo Domingo de los Tsáchilas,La Concordia,2,Costa,28/03/2020,17:00
29,Santo Domingo de los Tsáchilas,Santo Domingo,13,Costa,28/03/2020,17:00
29,Azuay,Cuenca,37,Sierra,28/03/2020,17:00
29,Azuay,Gualaceo,2,Sierra,28/03/2020,17:00
29,Azuay,Santa Isabel,3,Sierra,28/03/2020,17:00
29,Azuay,Paute,0,Sierra,28/03/2020,17:00
29,Azuay,Sigsig,0,Sierra,28/03/2020,17:00
29,Azuay,Sevilla De Oro,0,Sierra,28/03/2020,17:00
29,Bolívar,Chillanes,2,Sierra,28/03/2020,17:00
29,Bolívar,Chimbo,1,Sierra,28/03/2020,17:00
29,Bolívar,Guaranda,9,Sierra,28/03/2020,17:00
29,Bolívar,San Miguel,0,Sierra,28/03/2020,17:00
29,Bolívar,Echeandía,2,Sierra,28/03/2020,17:00
29,Bolívar,Caluma,0,Sierra,28/03/2020,17:00
29,Cañar,Azogues,9,Sierra,28/03/2020,17:00
29,Cañar,Cañar,1,Sierra,28/03/2020,17:00
29,Cañar,Deleg,0,Sierra,28/03/2020,17:00
29,Cañar,La Troncal,7,Sierra,28/03/2020,17:00
29,Cañar,El Tambo,2,Sierra,28/03/2020,17:00
29,Cañar,Biblián,0,Sierra,28/03/2020,17:00
29,Cañar,Suscal,0,Sierra,28/03/2020,17:00
29,Carchi,Tulcán,3,Sierra,28/03/2020,17:00
29,Carchi,Montúfar,1,Sierra,28/03/2020,17:00
29,Carchi,Mira,1,Sierra,28/03/2020,17:00
29,Carchi,San Pedro De Huaca,0,Sierra,28/03/2020,17:00
29,Chimborazo,Colta,6,Sierra,28/03/2020,17:00
29,Chimborazo,Riobamba,6,Sierra,28/03/2020,17:00
29,Chimborazo,Cumandá,1,Sierra,28/03/2020,17:00
29,Chimborazo,Guano,1,Sierra,28/03/2020,17:00
29,Chimborazo,Chambo,1,Sierra,28/03/2020,17:00
29,Chimborazo,Guamote,0,Sierra,28/03/2020,17:00
29,Cotopaxi,Pujilí,0,Sierra,28/03/2020,17:00
29,Cotopaxi,Salcedo,2,Sierra,28/03/2020,17:00
29,Cotopaxi,La Maná,1,Sierra,28/03/2020,17:00
29,Cotopaxi,Latacunga,1,Sierra,28/03/2020,17:00
29,Cotopaxi,Sigchos,0,Sierra,28/03/2020,17:00
29,Cotopaxi,Saquisilí,1,Sierra,28/03/2020,17:00
29,Imbabura,Ibarra,8,Sierra,28/03/2020,17:00
29,Imbabura,Otavalo,1,Sierra,28/03/2020,17:00
29,Imbabura,Antonio Ante,0,Sierra,28/03/2020,17:00
29,Loja,Calvas,3,Sierra,28/03/2020,17:00
29,Loja,Loja,7,Sierra,28/03/2020,17:00
29,Loja,Macará,1,Sierra,28/03/2020,17:00
29,Loja,Catamayo,1,Sierra,28/03/2020,17:00
29,Loja,Chaguarpamba,1,Sierra,28/03/2020,17:00
29,Pichincha,Mejía,1,Sierra,28/03/2020,17:00
29,Pichincha,Pedro Vicente Maldonado,1,Sierra,28/03/2020,17:00
29,Pichincha,Quito,161,Sierra,28/03/2020,17:00
29,Pichincha,Rumiñahui,8,Sierra,28/03/2020,17:00
29,Pichincha,Pedro Moncayo,0,Sierra,28/03/2020,17:00
29,Tungurahua,Ambato,4,Sierra,28/03/2020,17:00
29,Tungurahua,San Pedro De Pelileo,0,Sierra,28/03/2020,17:00
29,Galápagos,San Cristóbal,2,Insular,28/03/2020,17:00
29,Galápagos,Isabela,1,Insular,28/03/2020,17:00
29,Galápagos,Santa Cruz,1,Insular,28/03/2020,17:00
29,Morona Santiago,Gualaquiza,1,Amazonía,28/03/2020,17:00
29,Morona Santiago,Morona,1,Amazonía,28/03/2020,17:00
29,Morona Santiago,Sucúa,2,Amazonía,28/03/2020,17:00
29,Morona Santiago,Palora,3,Amazonía,28/03/2020,17:00
29,Morona Santiago,Taisha,1,Amazonía,28/03/2020,17:00
29,Napo,Tena,0,Amazonía,28/03/2020,17:00
29,Orellana,Orellana,1,Amazonía,28/03/2020,17:00
29,Pastaza,Pastaza,4,Amazonía,28/03/2020,17:00
29,Pastaza,Mera,1,Amazonía,28/03/2020,17:00
29,Sucumbíos,Cuyabeno,3,Amazonía,28/03/2020,17:00
29,Sucumbíos,Lago Agrio,15,Amazonía,28/03/2020,17:00
29,Zamora Chinchipe,Yantzaza,1,Amazonía,28/03/2020,17:00
29,Zamora Chinchipe,Zamora,0,Amazonía,28/03/2020,17:00
29,Manabí,24 de mayo,0,Costa,28/03/2020,17:00
29,Pichincha,Cayambe,0,Sierra,28/03/2020,17:00
29,Orellana,La Joya De Los Sachas,0,Amazonía,28/03/2020,17:00
29,Azuay,Nabón,0,Sierra,28/03/2020,17:00
29,Los Ríos,Puebloviejo,0,Costa,28/03/2020,17:00
29,Sucumbíos,Shushufindi,0,Amazonía,28/03/2020,17:00
29,Morona Santiago,Tiwintza,0,Amazonía,28/03/2020,17:00
30,El Oro,Arenillas,2,Costa,29/03/2020,10:00
30,El Oro,Huaquillas,3,Costa,29/03/2020,10:00
30,El Oro,Machala,8,Costa,29/03/2020,10:00
30,El Oro,Pasaje,1,Costa,29/03/2020,10:00
30,El Oro,Santa Rosa,8,Costa,29/03/2020,10:00
30,El Oro,Atahualpa,1,Costa,29/03/2020,10:00
30,El Oro,Zaruma,1,Costa,29/03/2020,10:00
30,El Oro,Piñas,0,Costa,29/03/2020,10:00
30,El Oro,Portovelo,0,Costa,29/03/2020,10:00
30,El Oro,El Guabo,1,Costa,29/03/2020,10:00
30,Esmeraldas,Esmeraldas,4,Costa,29/03/2020,10:00
30,Esmeraldas,Quinindé,0,Costa,29/03/2020,10:00
30,Esmeraldas,Rioverde,0,Costa,29/03/2020,10:00
30,Esmeraldas,Atacames,0,Costa,29/03/2020,10:00
30,Guayas,Alfredo Baquerizo Moreno,2,Costa,29/03/2020,10:00
30,Guayas,Balao,0,Costa,29/03/2020,10:00
30,Guayas,Balzar,4,Costa,29/03/2020,10:00
30,Guayas,Colimes,1,Costa,29/03/2020,10:00
30,Guayas,Daule,101,Costa,29/03/2020,10:00
30,Guayas,Durán,67,Costa,29/03/2020,10:00
30,Guayas,Empalme,5,Costa,29/03/2020,10:00
30,Guayas,Guayaquil,963,Costa,29/03/2020,10:00
30,Guayas,Milagro,50,Costa,29/03/2020,10:00
30,Guayas,Naranjal,6,Costa,29/03/2020,10:00
30,Guayas,Pedro Carbó,6,Costa,29/03/2020,10:00
30,Guayas,Salitre,11,Costa,29/03/2020,10:00
30,Guayas,Samborondón,130,Costa,29/03/2020,10:00
30,Guayas,Santa Lucía,8,Costa,29/03/2020,10:00
30,Guayas,Playas,8,Costa,29/03/2020,10:00
30,Guayas,Simón Bolivar,0,Costa,29/03/2020,10:00
30,Guayas,San Jacinto De Yaguachi,9,Costa,29/03/2020,10:00
30,Guayas,El Triunfo,2,Costa,29/03/2020,10:00
30,Guayas,Lomas De Sargentillo,0,Costa,29/03/2020,10:00
30,Guayas,Naranjito,1,Costa,29/03/2020,10:00
30,Guayas,Nobol,1,Costa,29/03/2020,10:00
30,Guayas,Gral. Antonio Elizalde,1,Costa,29/03/2020,10:00
30,Guayas,Isidro Ayora,0,Costa,29/03/2020,10:00
30,Los Ríos,Baba,0,Costa,29/03/2020,10:00
30,Los Ríos,Babahoyo,32,Costa,29/03/2020,10:00
30,Los Ríos,Buena Fe,1,Costa,29/03/2020,10:00
30,Los Ríos,Mocache,1,Costa,29/03/2020,10:00
30,Los Ríos,Montalvo,1,Costa,29/03/2020,10:00
30,Los Ríos,Quevedo,16,Costa,29/03/2020,10:00
30,Los Ríos,Urdaneta,2,Costa,29/03/2020,10:00
30,Los Ríos,Ventanas,5,Costa,29/03/2020,10:00
30,Los Ríos,Vinces,2,Costa,29/03/2020,10:00
30,Los Ríos,Quinsaloma,0,Costa,29/03/2020,10:00
30,Manabí,Bolivar,1,Costa,29/03/2020,10:00
30,Manabí,Jipijapa,1,Costa,29/03/2020,10:00
30,Manabí,Manta,23,Costa,29/03/2020,10:00
30,Manabí,Montecristi,1,Costa,29/03/2020,10:00
30,Manabí,Portoviejo,17,Costa,29/03/2020,10:00
30,Manabí,Santa Ana,1,Costa,29/03/2020,10:00
30,Manabí,Sucre,1,Costa,29/03/2020,10:00
30,Manabí,Jaramijó,1,Costa,29/03/2020,10:00
30,Manabí,El Carmen,0,Costa,29/03/2020,10:00
30,Manabí,Chone,0,Costa,29/03/2020,10:00
30,Santa Elena,Santa Elena,5,Costa,29/03/2020,10:00
30,Santa Elena,La Libertad,5,Costa,29/03/2020,10:00
30,Santa Elena,Salinas,0,Costa,29/03/2020,10:00
30,Santo Domingo de los Tsáchilas,La Concordia,2,Costa,29/03/2020,10:00
30,Santo Domingo de los Tsáchilas,Santo Domingo,13,Costa,29/03/2020,10:00
30,Azuay,Cuenca,46,Sierra,29/03/2020,10:00
30,Azuay,Gualaceo,2,Sierra,29/03/2020,10:00
30,Azuay,Santa Isabel,3,Sierra,29/03/2020,10:00
30,Azuay,Paute,2,Sierra,29/03/2020,10:00
30,Azuay,Sigsig,0,Sierra,29/03/2020,10:00
30,Azuay,Sevilla De Oro,0,Sierra,29/03/2020,10:00
30,Bolívar,Chillanes,2,Sierra,29/03/2020,10:00
30,Bolívar,Chimbo,1,Sierra,29/03/2020,10:00
30,Bolívar,Guaranda,9,Sierra,29/03/2020,10:00
30,Bolívar,San Miguel,0,Sierra,29/03/2020,10:00
30,Bolívar,Echeandía,2,Sierra,29/03/2020,10:00
30,Bolívar,Caluma,0,Sierra,29/03/2020,10:00
30,Cañar,Azogues,10,Sierra,29/03/2020,10:00
30,Cañar,Cañar,1,Sierra,29/03/2020,10:00
30,Cañar,Deleg,0,Sierra,29/03/2020,10:00
30,Cañar,La Troncal,9,Sierra,29/03/2020,10:00
30,Cañar,El Tambo,2,Sierra,29/03/2020,10:00
30,Cañar,Biblián,3,Sierra,29/03/2020,10:00
30,Cañar,Suscal,0,Sierra,29/03/2020,10:00
30,Carchi,Tulcán,3,Sierra,29/03/2020,10:00
30,Carchi,Montúfar,1,Sierra,29/03/2020,10:00
30,Carchi,Mira,1,Sierra,29/03/2020,10:00
30,Carchi,San Pedro De Huaca,0,Sierra,29/03/2020,10:00
30,Chimborazo,Colta,6,Sierra,29/03/2020,10:00
30,Chimborazo,Riobamba,6,Sierra,29/03/2020,10:00
30,Chimborazo,Cumandá,1,Sierra,29/03/2020,10:00
30,Chimborazo,Guano,1,Sierra,29/03/2020,10:00
30,Chimborazo,Chambo,1,Sierra,29/03/2020,10:00
30,Chimborazo,Guamote,0,Sierra,29/03/2020,10:00
30,Cotopaxi,Pujilí,0,Sierra,29/03/2020,10:00
30,Cotopaxi,Salcedo,2,Sierra,29/03/2020,10:00
30,Cotopaxi,La Maná,1,Sierra,29/03/2020,10:00
30,Cotopaxi,Latacunga,1,Sierra,29/03/2020,10:00
30,Cotopaxi,Sigchos,0,Sierra,29/03/2020,10:00
30,Cotopaxi,Saquisilí,1,Sierra,29/03/2020,10:00
30,Imbabura,Ibarra,8,Sierra,29/03/2020,10:00
30,Imbabura,Otavalo,1,Sierra,29/03/2020,10:00
30,Imbabura,Antonio Ante,0,Sierra,29/03/2020,10:00
30,Loja,Calvas,3,Sierra,29/03/2020,10:00
30,Loja,Loja,9,Sierra,29/03/2020,10:00
30,Loja,Macará,1,Sierra,29/03/2020,10:00
30,Loja,Catamayo,1,Sierra,29/03/2020,10:00
30,Loja,Chaguarpamba,1,Sierra,29/03/2020,10:00
30,Pichincha,Mejía,1,Sierra,29/03/2020,10:00
30,Pichincha,Pedro Vicente Maldonado,1,Sierra,29/03/2020,10:00
30,Pichincha,Quito,161,Sierra,29/03/2020,10:00
30,Pichincha,Rumiñahui,8,Sierra,29/03/2020,10:00
30,Pichincha,Pedro Moncayo,0,Sierra,29/03/2020,10:00
30,Tungurahua,Ambato,4,Sierra,29/03/2020,10:00
30,Tungurahua,San Pedro De Pelileo,0,Sierra,29/03/2020,10:00
30,Galápagos,San Cristóbal,2,Insular,29/03/2020,10:00
30,Galápagos,Isabela,1,Insular,29/03/2020,10:00
30,Galápagos,Santa Cruz,1,Insular,29/03/2020,10:00
30,Morona Santiago,Gualaquiza,1,Amazonía,29/03/2020,10:00
30,Morona Santiago,Morona,1,Amazonía,29/03/2020,10:00
30,Morona Santiago,Sucúa,2,Amazonía,29/03/2020,10:00
30,Morona Santiago,Palora,4,Amazonía,29/03/2020,10:00
30,Morona Santiago,Taisha,1,Amazonía,29/03/2020,10:00
30,Napo,Tena,0,Amazonía,29/03/2020,10:00
30,Orellana,Orellana,1,Amazonía,29/03/2020,10:00
30,Pastaza,Pastaza,4,Amazonía,29/03/2020,10:00
30,Pastaza,Mera,1,Amazonía,29/03/2020,10:00
30,Sucumbíos,Cuyabeno,3,Amazonía,29/03/2020,10:00
30,Sucumbíos,Lago Agrio,15,Amazonía,29/03/2020,10:00
30,Zamora Chinchipe,Yantzaza,1,Amazonía,29/03/2020,10:00
30,Zamora Chinchipe,Zamora,0,Amazonía,29/03/2020,10:00
