Infografia,Provincia,Fallecidos,Fecha_reporte,Hora_reporte
27,Bolívar,0,2020/03/27 00:00:00,17:00
27,Cañar,0,2020/03/27 00:00:00,17:00
27,Carchi,0,2020/03/27 00:00:00,17:00
27,Chimborazo,0,2020/03/27 00:00:00,17:00
27,Cotopaxi,1,2020/03/27 00:00:00,17:00
27,Imbabura,1,2020/03/27 00:00:00,17:00
27,Loja,0,2020/03/27 00:00:00,17:00
27,Pichincha,4,2020/03/27 00:00:00,17:00
27,Santo Domingo de los Tsáchilas,0,2020/03/27 00:00:00,17:00
27,Tungurahua,0,2020/03/27 00:00:00,17:00
27,El Oro,3,2020/03/27 00:00:00,17:00
27,Esmeraldas,0,2020/03/27 00:00:00,17:00
27,Guayas,25,2020/03/27 00:00:00,17:00
27,Los Ríos,3,2020/03/27 00:00:00,17:00
27,Manabí,1,2020/03/27 00:00:00,17:00
27,Santa Elena,2,2020/03/27 00:00:00,17:00
27,Morona Santiago,0,2020/03/27 00:00:00,17:00
27,Napo,0,2020/03/27 00:00:00,17:00
